UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_normalized,Process temperature [K]_normalized,Rotational speed [rpm]_normalized,Torque [Nm]_normalized,Tool wear [min]_normalized,temp_difference,power_estimate,thermal_stress,Type_H,Type_L,Type_M
2076,L49255,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,-0.25243235003183195,-0.40813239472262974,-0.8298343433197883,1.8871717396005558,1.367530704588829,9.899999999999977,8.559220860823123,1.0330550918196995,False,True,False
2077,L49256,299.4,309.3,1544,36.0,197,0,0,0,0,0,0,-0.3024258837953019,-0.4755299101996219,0.029137553854874577,-0.3999334442311625,1.3989504958463697,9.900000000000034,5.820923656927427,1.0330661322645291,False,True,False
2078,L49257,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,-0.3024258837953019,-0.40813239472262974,0.9048426698056673,-0.8814292724062612,1.4303702871039103,10.0,5.557775683317624,1.0334001336005345,False,True,False
2079,M16938,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,-0.3024258837953019,-0.4755299101996219,0.8546430134772779,-1.1623018388417354,1.4617900783614508,9.900000000000034,5.032233741753062,1.0330661322645291,False,False,True
2080,M16939,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,-0.35241941755874334,-0.4755299101996219,-0.087994977578034,-0.2093413455785194,1.508919765247762,10.0,6.044790030369672,1.0334112930170398,False,False,True
2081,L49260,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,-0.35241941755874334,-0.5429274256766523,4.134353893598718,-2.4663530401492944,1.5560494521340729,9.899999999999977,3.6770342444235,1.0330771800868692,False,True,False
2082,M16941,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,-0.3024258837953019,-0.4755299101996219,-0.2999490820756781,0.7135256584237533,1.5874692433916135,9.900000000000034,7.324693685202639,1.0330661322645291,False,False,True
2083,H31496,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,-0.3024258837953019,-0.5429274256766523,-0.14377237349846664,-0.38990228114418113,1.6345989302779247,9.800000000000011,5.719897371452508,1.0327321309285238,True,False,False
2084,H31497,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,-0.3024258837953019,-0.4755299101996219,1.1391077326714845,-1.1823641650156977,-1.6958989430213862,9.900000000000034,5.147408105560792,1.0330661322645291,True,False,False
2085,L49264,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,-0.25243235003183195,-0.4755299101996219,-0.5397918845335385,0.6232451906409224,-1.6173494648775346,9.800000000000011,6.976688658498273,1.032721202003339,False,True,False
2086,L49265,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,-0.25243235003183195,-0.4755299101996219,-0.4282370926926732,0.6734010060758285,-1.585929673619994,9.800000000000011,7.150005236150383,1.032721202003339,False,True,False
2087,H31500,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,-0.3024258837953019,-0.4755299101996219,-0.5565251033096683,0.9743358986852652,-1.5545098823624532,9.900000000000034,7.489611477641638,1.0330661322645291,True,False,False
2088,L49267,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,-0.25243235003183195,-0.4755299101996219,0.21320296039230233,-0.339746465709275,-1.4759604042186016,9.800000000000011,6.044423499842916,1.032721202003339,False,True,False
2089,L49268,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,-0.20243881626836208,-0.40813239472262974,-1.158920979250341,0.6433075168148844,-1.444540612961061,9.799999999999955,6.467525395329354,1.0327102803738317,False,True,False
2090,L49269,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,-0.25243235003183195,-0.4755299101996219,2.2435001718960508,-1.7541404609736273,-1.4131208217035203,9.800000000000011,4.5735155513666355,1.032721202003339,False,True,False
2091,L49270,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,-0.25243235003183195,-0.5429274256766523,-0.8131011245436585,0.7335879845977152,-1.3817010304459796,9.699999999999989,6.900083778406115,1.0323873121869782,False,True,False
2092,L49271,299.4,309.2,1433,42.1,22,0,0,0,0,0,0,-0.3024258837953019,-0.5429274256766523,-0.5899915408619278,0.21196750407469217,-1.350281239188439,9.800000000000011,6.3178657451042,1.0327321309285238,False,True,False
2093,L49272,299.4,309.2,1444,48.2,24,0,0,0,0,0,0,-0.3024258837953019,-0.5429274256766523,-0.528636405349452,0.8238684523805468,-1.3188614479308982,9.800000000000011,7.288805110482773,1.0327321309285238,False,True,False
2094,L49273,299.4,309.2,1564,39.0,26,0,0,0,0,0,0,-0.3024258837953019,-0.5429274256766523,0.14069234569573988,-0.09899855162172583,-1.2874416566733575,9.800000000000011,6.387684574300974,1.0327321309285238,False,True,False
2095,L49274,299.4,309.3,1377,43.6,28,0,0,0,0,0,0,-0.3024258837953019,-0.4755299101996219,-0.9023449580163507,0.3624349503794105,-1.2560218654158168,9.900000000000034,6.28727615457116,1.0330661322645291,False,True,False
2096,L49275,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,-0.3024258837953019,-0.4755299101996219,-0.07683949839394746,0.1517805255528047,-1.2246020741582762,9.900000000000034,6.627657346318986,1.0330661322645291,False,True,False
2097,M16956,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,-0.25243235003183195,-0.40813239472262974,-0.8465675620959181,1.6263614993390445,-1.1931822829007355,9.899999999999977,8.16309561210598,1.0330550918196995,False,False,True
2098,M16957,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,-0.3024258837953019,-0.40813239472262974,-1.1868096772105572,0.753650310771678,-1.1460525960144246,10.0,6.59597863650644,1.0334001336005345,False,False,True
2099,L49278,299.4,309.3,1401,59.0,38,0,0,0,0,0,0,-0.3024258837953019,-0.4755299101996219,-0.7684792078073124,1.9072340657745184,-1.0989229091281136,9.900000000000034,8.656299088909833,1.0330661322645291,False,True,False
2100,L49279,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,-0.3024258837953019,-0.4755299101996219,0.3191800126411244,-0.8212422938843738,-1.067503117870573,9.900000000000034,5.314985862393968,1.0330661322645291,False,True,False
2101,M16960,299.3,309.3,1471,46.0,42,0,0,0,0,0,0,-0.35241941755874334,-0.4755299101996219,-0.3780374363642838,0.6031828644669597,-1.0360833266130323,10.0,7.086187035291654,1.0334112930170398,False,False,True
2102,L49281,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,-0.35241941755874334,-0.4755299101996219,-0.06010627961781767,-0.2193725086655008,-0.9889536397267212,10.0,6.048633364750235,1.0334112930170398,False,True,False
2103,L49282,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,-0.35241941755874334,-0.4755299101996219,-1.1923874168026005,2.208168958383955,-0.9575338484691805,10.0,8.60299507801864,1.0334112930170398,False,True,False
2104,M16963,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,-0.35241941755874334,-0.6103249411536444,-0.9079226976083941,0.6734010060758285,-0.9261140572116399,9.800000000000011,6.729416692847419,1.032743067156699,False,False,True
2105,M16964,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,-0.35241941755874334,-0.6103249411536444,0.34149097100929743,-0.4701515858400313,-0.8789843703253288,9.800000000000011,5.914755471777148,1.032743067156699,False,False,True
2106,L49285,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,-0.35241941755874334,-0.6103249411536444,-0.24417168615524543,0.40255960272733526,-0.8318546834390178,9.800000000000011,6.888679442873599,1.032743067156699,False,True,False
2107,L49286,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,-0.3024258837953019,-0.6103249411536444,0.5924892526512444,-1.1422395126677727,-0.8004348921814772,9.700000000000045,4.9269033406639435,1.0323981295925184,False,True,False
2108,M16967,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,-0.3024258837953019,-0.6103249411536444,-0.6792353743346201,0.7335879845977152,-0.7690151009239365,9.700000000000045,7.018965336684468,1.0323981295925184,False,False,True
2109,H31522,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,-0.6903908535187067,1.1749591604248897,-0.7218854140376255,9.600000000000023,7.661063985757671,1.032064128256513,True,False,False
2110,M16969,299.3,309.0,1496,43.4,67,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,-0.23859394656320215,0.3423726242054478,-0.6433359358937738,9.699999999999989,6.799287883548016,1.0324089542265285,False,False,True
2111,H31524,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,-0.17166107145868298,-0.5002450751009747,-0.5962062490074629,9.699999999999989,5.527280343491465,1.0324089542265285,True,False,False
2112,L49291,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,-0.5732583220857981,0.7937749631196027,-0.5176567708636112,9.600000000000023,7.203309247041575,1.032064128256513,False,True,False
2113,L49292,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,-0.25243235003183195,-0.6103249411536444,1.7470813482042002,-1.744109297886646,-0.4862369796060705,9.600000000000023,4.383202429573778,1.0320534223706177,False,True,False
2114,L49293,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,-0.25243235003183195,-0.6103249411536444,1.8084364837166762,-1.7541404609736273,-0.45481718834852986,9.600000000000023,4.389726672950047,1.0320534223706177,False,True,False
2115,H31528,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,-0.3024258837953019,-0.6103249411536444,-0.9246559163845238,0.4125907658143166,-0.42339739709098917,9.700000000000045,6.340904806786051,1.0323981295925184,True,False,False
2116,L49295,299.4,309.0,1404,47.3,86,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,-0.7517459890311826,0.7335879845977152,-0.3448479189471375,9.600000000000023,6.954571159283694,1.032064128256513,False,True,False
2117,M16976,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,-0.8800339996481777,0.4928400705101661,-0.3134281276895968,9.600000000000023,6.493549062729082,1.032064128256513,False,False,True
2118,H31531,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,-0.3024258837953019,-0.7451199721077052,1.2450847849203064,-1.0720213710589042,-0.26629844080328585,9.5,5.406492826473976,1.0317301269205077,True,False,False
2119,H31532,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,-0.35241941755874334,-0.7451199721077052,-0.6123024992301009,0.302247971857523,-0.18774896265943417,9.599999999999966,6.43491465074877,1.032074841296358,True,False,False
2120,M16979,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,-0.35241941755874334,-0.7451199721077052,1.78054778575646,-1.5334548730600406,-0.10919948451558249,9.599999999999966,4.80601110063881,1.032074841296358,False,False,True
2121,H31534,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,-0.4024129513222132,-0.8125174875846973,2.059434765358623,-1.874514418017402,-0.062069797629271485,9.600000000000023,4.255984919886899,1.0320855614973263,True,False,False
2122,M16981,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,-0.4024129513222132,-0.8125174875846973,-0.1995497694188993,-0.2594971610134255,0.016479680514580184,9.600000000000023,5.886710650329877,1.0320855614973263,False,False,True
2123,M16982,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,-0.4024129513222132,-0.8125174875846973,-0.087994977578034,-0.1090297147087072,0.06360936740089118,9.600000000000023,6.204283171012671,1.0320855614973263,False,False,True
2124,L49303,299.3,309.0,1491,38.4,115,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,-0.26648264452341847,-0.1591855301436133,0.11073905428720218,9.699999999999989,5.995852968897267,1.0324089542265285,False,True,False
2125,L49304,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,-0.4024129513222132,-0.7451199721077052,-0.6067247596380577,-0.08896738853474447,0.14215884554474287,9.699999999999989,5.85537752644256,1.0324197860962567,False,True,False
2126,L49305,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,-0.35241941755874334,-0.7451199721077052,-1.5660959694694994,2.950475026820566,0.17357863680228353,9.599999999999966,9.14286312702901,1.032074841296358,False,True,False
2127,L49306,299.3,309.0,1449,46.5,121,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,-0.5007477073892357,0.6533386799018658,0.20499842805982418,9.699999999999989,7.0560791705937795,1.0324089542265285,False,True,False
2128,H31541,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,-0.634613457598274,0.06150005776997385,0.23641821931736487,9.699999999999989,6.058749607288721,1.0324089542265285,True,False,False
2129,L49308,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,1.4570388894179505,-1.5735795254079654,0.31496769746121656,9.600000000000023,4.580584354382657,1.032064128256513,False,True,False
2130,H31543,299.4,309.0,1607,33.7,130,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,0.3805351481536003,-0.6306501952317303,0.3463874887187572,9.600000000000023,5.671368729709918,1.032064128256513,True,False,False
2131,L49310,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,-0.824256603727745,1.826984761078669,0.42493696686260884,9.600000000000023,8.477976751492303,1.032064128256513,False,True,False
2132,L49311,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,-0.3024258837953019,-0.6103249411536444,-0.5955692804539712,0.5429958859450722,0.45635675812014953,9.700000000000045,6.808335951408524,1.0323981295925184,False,True,False
2133,L49312,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,0.6761553465318934,-1.1623018388417354,0.4877765493776902,9.600000000000023,4.937061472405487,1.032064128256513,False,True,False
2134,H31547,299.3,309.0,1732,29.7,141,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,1.0777525971590085,-1.0318967187109795,0.5191963406352309,9.699999999999989,5.386993402450519,1.0324089542265285,True,False,False
2135,L49314,299.3,309.0,1473,46.3,146,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,-0.3668819571801973,0.633276353727903,0.5977458187790825,9.699999999999989,7.1420986490732,1.0324089542265285,False,True,False
2136,L49315,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,-0.15492785268255319,0.7837438000326213,0.6291656100366232,9.699999999999989,7.56370300555032,1.0324089542265285,False,True,False
2137,L49316,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,-0.4024129513222132,-0.7451199721077052,0.27455809590477825,0.1517805255528047,0.6605854012941639,9.699999999999989,6.9014556498062625,1.0324197860962567,False,True,False
2138,L49317,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,-0.35241941755874334,-0.7451199721077052,0.46977898162629256,-0.8914604354932422,0.6920051925517046,9.599999999999966,5.285925227772542,1.032074841296358,False,True,False
2139,L49318,299.3,309.0,1734,30.6,154,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,1.088908076343095,-0.9416162509281483,0.7234249838092452,9.699999999999989,5.556644674835061,1.0324089542265285,False,True,False
2140,L49319,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,-0.6903908535187067,0.7636814738586594,0.7548447750667859,9.699999999999989,7.053513456906482,1.0324089542265285,False,True,False
2141,L49320,299.3,309.0,1419,46.6,158,0,0,0,0,0,0,-0.35241941755874334,-0.6777224566306749,-0.6680798951505336,0.6633698429888472,0.7862645663243265,9.699999999999989,6.924850769714107,1.0324089542265285,False,True,False
2142,M17001,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,-0.35241941755874334,-0.7451199721077052,0.21320296039230233,-0.5102762381879561,0.8176843575818672,9.599999999999966,5.763671588648026,1.032074841296358,False,False,True
2143,L49322,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,-0.35241941755874334,-0.7451199721077052,-0.9079226976083941,2.0376391859052743,0.8648140444681782,9.599999999999966,8.689161168708766,1.032074841296358,False,True,False
2144,M17003,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,-0.35241941755874334,-0.8125174875846973,-0.5397918845335385,0.9041177570763963,0.8962338357257189,9.5,7.399518274164834,1.0317407283661877,False,False,True
2145,L49324,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,-0.3024258837953019,-0.7451199721077052,-0.4895922282051491,0.05146889468299249,0.9433635226120299,9.5,6.154099905749293,1.0317301269205077,False,True,False
2146,L49325,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,-0.35241941755874334,-0.8125174875846973,0.06260399140713417,0.5831205382929969,0.9747833138695705,9.5,7.434286312702901,1.0317407283661877,False,True,False
2147,L49326,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,-0.35241941755874334,-0.8125174875846973,0.603644731835331,-0.7108994999275805,1.0062031051271112,9.5,5.674552309142318,1.0317407283661877,False,True,False
2148,L49327,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,-0.3024258837953019,-0.7451199721077052,0.06260399140713417,-0.6306501952317303,1.0376228963846519,9.5,5.470206304325061,1.0317301269205077,False,True,False
2149,L49328,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,-0.3024258837953019,-0.7451199721077052,0.24666939794456194,-0.5905255428838055,1.0690426876421926,9.5,5.652979369567494,1.0317301269205077,False,True,False
2150,L49329,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,0.4140015857058599,-0.7811176415364486,1.1004624788997333,9.600000000000023,5.439166404859148,1.032064128256513,False,True,False
2151,H31564,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,-0.35241941755874334,-0.8125174875846973,0.542289596322855,-0.4500892596660686,1.131882270157274,9.5,6.082102837993507,1.0317407283661877,True,False,False
2152,M17011,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,-0.35241941755874334,-0.8799150030617278,-1.3931860421161582,1.154896834250927,1.2104317483011255,9.399999999999977,6.951879777987224,1.0314066154360173,False,False,True
2153,M17012,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,-0.35241941755874334,-0.8125174875846973,0.6092224714273742,-1.1623018388417354,1.2575614351874365,9.5,4.901371871400146,1.0317407283661877,False,False,True
2154,H31567,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,-0.35241941755874334,-0.8125174875846973,-0.7907901661754855,0.5429958859450722,1.3046911220737476,9.5,6.641931092260969,1.0317407283661877,True,False,False
2155,M17014,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,-0.35241941755874334,-0.7451199721077052,1.2729734828805228,-1.5234237099730592,1.3832406002175992,9.599999999999966,4.589129751806472,1.032074841296358,False,False,True
2156,L49335,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,-0.35241941755874334,-0.8125174875846973,-1.1031435833299084,0.7737126369456407,1.4303702871039103,9.5,6.698680490103676,1.0317407283661877,False,True,False
2157,M17016,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,-0.3024258837953019,-0.7451199721077052,-0.4561257906528895,0.1517805255528047,1.4617900783614508,9.5,6.332129018745419,1.0317301269205077,False,False,True
2158,M17017,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,2.2323446927119646,-2.0249818643221205,1.508919765247762,9.600000000000023,4.020546654099906,1.032064128256513,False,False,True
2159,M17018,299.5,309.0,1399,49.7,207,0,0,0,0,0,0,-0.25243235003183195,-0.6777224566306749,-0.7796346869913989,0.9743358986852652,1.5560494521340729,9.5,7.2814221384438165,1.0317195325542572,False,False,True
2160,M17019,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,-0.25243235003183195,-0.6777224566306749,0.352646450193384,-0.8713981093192799,1.603179139020384,9.5,5.251083883129123,1.0317195325542572,False,False,True
2161,L49340,299.4,309.0,1507,41.0,213,0,0,0,0,0,0,-0.3024258837953019,-0.6777224566306749,-0.17723881105072625,0.1016247101178986,1.650308825906695,9.600000000000023,6.470520473347994,1.032064128256513,False,True,False
