UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_step,window_id
667,L47846,L,297.5,309.0,1470,43.5,191,0,0,0,0,0,0,1,133
668,L47847,L,297.5,308.9,1459,48.5,193,0,0,0,0,0,0,2,133
669,L47848,L,297.5,308.9,1738,24.0,195,0,0,0,0,0,0,3,133
670,H30083,H,297.5,308.9,1471,37.7,197,0,0,0,0,0,0,4,133
671,L47850,L,297.6,309.0,1822,25.4,202,0,0,0,0,0,0,5,133
672,L47851,L,297.5,308.9,1554,34.8,204,0,0,0,0,0,0,6,133
673,M15532,M,297.6,308.9,1433,43.2,206,0,0,0,0,0,0,7,133
674,L47853,L,297.6,308.9,1449,47.7,209,0,0,0,0,0,0,8,133
675,L47854,L,297.8,309.0,1456,41.2,0,0,0,0,0,0,0,9,133
671,L47850,L,297.6,309.0,1822,25.4,202,0,0,0,0,0,0,0,134
672,L47851,L,297.5,308.9,1554,34.8,204,0,0,0,0,0,0,1,134
673,M15532,M,297.6,308.9,1433,43.2,206,0,0,0,0,0,0,2,134
674,L47853,L,297.6,308.9,1449,47.7,209,0,0,0,0,0,0,3,134
675,L47854,L,297.8,309.0,1456,41.2,0,0,0,0,0,0,0,4,134
676,M15535,M,297.8,309.1,1424,45.5,2,0,0,0,0,0,0,5,134
677,H30090,H,297.9,309.2,1577,34.7,5,0,0,0,0,0,0,6,134
678,L47857,L,297.9,309.2,1478,39.7,10,0,0,0,0,0,0,7,134
679,M15538,M,297.8,309.2,1295,61.2,12,0,0,0,0,0,0,8,134
680,L47859,L,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,9,134
676,M15535,M,297.8,309.1,1424,45.5,2,0,0,0,0,0,0,0,135
677,H30090,H,297.9,309.2,1577,34.7,5,0,0,0,0,0,0,1,135
678,L47857,L,297.9,309.2,1478,39.7,10,0,0,0,0,0,0,2,135
679,M15538,M,297.8,309.2,1295,61.2,12,0,0,0,0,0,0,3,135
680,L47859,L,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,4,135
681,M15540,M,297.8,309.1,1432,42.6,17,0,0,0,0,0,0,5,135
682,M15541,M,297.7,309.0,1656,33.2,20,0,0,0,0,0,0,6,135
683,H30096,H,297.8,309.0,1410,48.8,23,0,0,0,0,0,0,7,135
684,L47863,L,297.7,309.0,1874,24.4,28,0,0,0,0,0,0,8,135
685,L47864,L,297.7,309.0,1538,43.2,30,0,0,0,0,0,0,9,135
681,M15540,M,297.8,309.1,1432,42.6,17,0,0,0,0,0,0,0,136
682,M15541,M,297.7,309.0,1656,33.2,20,0,0,0,0,0,0,1,136
683,H30096,H,297.8,309.0,1410,48.8,23,0,0,0,0,0,0,2,136
684,L47863,L,297.7,309.0,1874,24.4,28,0,0,0,0,0,0,3,136
685,L47864,L,297.7,309.0,1538,43.2,30,0,0,0,0,0,0,4,136
686,M15545,M,297.7,309.0,1636,29.7,32,0,0,0,0,0,0,5,136
687,M15546,M,297.7,309.0,1504,40.4,35,0,0,0,0,0,0,6,136
688,M15547,M,297.7,309.0,1531,42.4,38,0,0,0,0,0,0,7,136
689,H30102,H,297.6,309.0,1735,26.4,41,0,0,0,0,0,0,8,136
690,H30103,H,297.6,309.0,1354,55.6,46,0,0,0,0,0,0,9,136
686,M15545,M,297.7,309.0,1636,29.7,32,0,0,0,0,0,0,0,137
687,M15546,M,297.7,309.0,1504,40.4,35,0,0,0,0,0,0,1,137
688,M15547,M,297.7,309.0,1531,42.4,38,0,0,0,0,0,0,2,137
689,H30102,H,297.6,309.0,1735,26.4,41,0,0,0,0,0,0,3,137
690,H30103,H,297.6,309.0,1354,55.6,46,0,0,0,0,0,0,4,137
691,H30104,H,297.6,309.0,1413,40.2,51,0,0,0,0,0,0,5,137
692,L47871,L,297.7,309.1,1563,39.3,56,0,0,0,0,0,0,6,137
693,L47872,L,297.7,309.1,1479,42.1,58,0,0,0,0,0,0,7,137
694,L47873,L,297.7,309.1,1477,38.3,60,0,0,0,0,0,0,8,137
695,L47874,L,297.6,309.1,1394,50.0,62,0,0,0,0,0,0,9,137
691,H30104,H,297.6,309.0,1413,40.2,51,0,0,0,0,0,0,0,138
692,L47871,L,297.7,309.1,1563,39.3,56,0,0,0,0,0,0,1,138
693,L47872,L,297.7,309.1,1479,42.1,58,0,0,0,0,0,0,2,138
694,L47873,L,297.7,309.1,1477,38.3,60,0,0,0,0,0,0,3,138
695,L47874,L,297.6,309.1,1394,50.0,62,0,0,0,0,0,0,4,138
696,L47875,L,297.6,309.0,1487,45.4,64,0,0,0,0,0,0,5,138
697,M15556,M,297.6,309.0,1815,25.3,66,0,0,0,0,0,0,6,138
698,M15557,M,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,7,138
699,L47878,L,297.6,308.8,1539,40.2,72,0,0,0,0,0,0,8,138
700,H30113,H,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,9,138
696,L47875,L,297.6,309.0,1487,45.4,64,0,0,0,0,0,0,0,139
697,M15556,M,297.6,309.0,1815,25.3,66,0,0,0,0,0,0,1,139
698,M15557,M,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,2,139
699,L47878,L,297.6,308.8,1539,40.2,72,0,0,0,0,0,0,3,139
700,H30113,H,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,4,139
701,M15560,M,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,5,139
702,L47881,L,297.7,308.8,1515,40.1,82,0,0,0,0,0,0,6,139
703,M15562,M,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,7,139
704,H30117,H,297.7,308.9,1479,40.9,87,0,0,0,0,0,0,8,139
705,L47884,L,297.7,308.9,1516,33.7,92,0,0,0,0,0,0,9,139
701,M15560,M,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,0,140
702,L47881,L,297.7,308.8,1515,40.1,82,0,0,0,0,0,0,1,140
703,M15562,M,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,2,140
704,H30117,H,297.7,308.9,1479,40.9,87,0,0,0,0,0,0,3,140
705,L47884,L,297.7,308.9,1516,33.7,92,0,0,0,0,0,0,4,140
706,L47885,L,297.7,309.0,1507,38.2,94,0,0,0,0,0,0,5,140
707,M15566,M,297.8,309.0,1434,43.3,96,0,0,0,0,0,0,6,140
708,L47887,L,297.7,308.9,1838,27.3,99,0,0,0,0,0,0,7,140
709,M15568,M,297.6,308.8,1416,45.9,101,0,0,0,0,0,0,8,140
710,M15569,M,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,9,140
706,L47885,L,297.7,309.0,1507,38.2,94,0,0,0,0,0,0,0,141
707,M15566,M,297.8,309.0,1434,43.3,96,0,0,0,0,0,0,1,141
708,L47887,L,297.7,308.9,1838,27.3,99,0,0,0,0,0,0,2,141
709,M15568,M,297.6,308.8,1416,45.9,101,0,0,0,0,0,0,3,141
710,M15569,M,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,4,141
711,M15570,M,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,5,141
712,L47891,L,297.5,308.7,1443,46.2,110,0,0,0,0,0,0,6,141
713,L47892,L,297.5,308.7,1453,37.6,112,0,0,0,0,0,0,7,141
714,L47893,L,297.4,308.6,1439,46.4,114,0,0,0,0,0,0,8,141
715,L47894,L,297.4,308.6,1609,36.2,116,0,0,0,0,0,0,9,141
711,M15570,M,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,0,142
712,L47891,L,297.5,308.7,1443,46.2,110,0,0,0,0,0,0,1,142
713,L47892,L,297.5,308.7,1453,37.6,112,0,0,0,0,0,0,2,142
714,L47893,L,297.4,308.6,1439,46.4,114,0,0,0,0,0,0,3,142
715,L47894,L,297.4,308.6,1609,36.2,116,0,0,0,0,0,0,4,142
716,L47895,L,297.4,308.6,1324,59.1,118,0,0,0,0,0,0,5,142
717,H30130,H,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,6,142
718,L47897,L,297.4,308.7,1545,36.9,125,0,0,0,0,0,0,7,142
719,L47898,L,297.5,308.8,1477,39.0,127,0,0,0,0,0,0,8,142
720,L47899,L,297.4,308.8,1447,58.1,129,0,0,0,0,0,0,9,142
716,L47895,L,297.4,308.6,1324,59.1,118,0,0,0,0,0,0,0,143
717,H30130,H,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,1,143
718,L47897,L,297.4,308.7,1545,36.9,125,0,0,0,0,0,0,2,143
719,L47898,L,297.5,308.8,1477,39.0,127,0,0,0,0,0,0,3,143
720,L47899,L,297.4,308.8,1447,58.1,129,0,0,0,0,0,0,4,143
721,L47900,L,297.4,308.9,1809,23.8,131,0,0,0,0,0,0,5,143
722,L47901,L,297.5,308.9,1696,30.9,133,0,0,0,0,0,0,6,143
723,L47902,L,297.5,308.9,1427,44.7,135,0,0,0,0,0,0,7,143
724,M15583,M,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,8,143
725,L47904,L,297.5,308.9,1390,44.6,140,0,0,0,0,0,0,9,143
721,L47900,L,297.4,308.9,1809,23.8,131,0,0,0,0,0,0,0,144
722,L47901,L,297.5,308.9,1696,30.9,133,0,0,0,0,0,0,1,144
723,L47902,L,297.5,308.9,1427,44.7,135,0,0,0,0,0,0,2,144
724,M15583,M,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,3,144
725,L47904,L,297.5,308.9,1390,44.6,140,0,0,0,0,0,0,4,144
726,L47905,L,297.4,308.8,1640,34.2,142,0,0,0,0,0,0,5,144
727,M15586,M,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,6,144
728,H30141,H,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,7,144
729,M15588,M,297.4,308.7,1425,50.3,152,0,0,0,0,0,0,8,144
730,L47909,L,297.3,308.6,1586,37.7,155,0,0,0,0,0,0,9,144
726,L47905,L,297.4,308.8,1640,34.2,142,0,0,0,0,0,0,0,145
727,M15586,M,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,1,145
728,H30141,H,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,2,145
729,M15588,M,297.4,308.7,1425,50.3,152,0,0,0,0,0,0,3,145
730,L47909,L,297.3,308.6,1586,37.7,155,0,0,0,0,0,0,4,145
731,M15590,M,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,5,145
732,M15591,M,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,6,145
733,L47912,L,297.2,308.6,1924,22.1,163,0,0,0,0,0,0,7,145
734,M15593,M,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,8,145
735,H30148,H,297.0,308.4,1305,54.6,168,0,0,0,0,0,0,9,145
731,M15590,M,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,0,146
732,M15591,M,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,1,146
733,L47912,L,297.2,308.6,1924,22.1,163,0,0,0,0,0,0,2,146
734,M15593,M,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,3,146
735,H30148,H,297.0,308.4,1305,54.6,168,0,0,0,0,0,0,4,146
736,L47915,L,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,5,146
737,L47916,L,296.9,308.3,1555,38.2,175,0,0,0,0,0,0,6,146
738,H30151,H,296.9,308.3,1474,39.2,177,0,0,0,0,0,0,7,146
739,L47918,L,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,8,146
740,L47919,L,296.9,308.4,1390,41.8,184,0,0,0,0,0,0,9,146
736,L47915,L,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,0,147
737,L47916,L,296.9,308.3,1555,38.2,175,0,0,0,0,0,0,1,147
738,H30151,H,296.9,308.3,1474,39.2,177,0,0,0,0,0,0,2,147
739,L47918,L,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,3,147
740,L47919,L,296.9,308.4,1390,41.8,184,0,0,0,0,0,0,4,147
741,M15600,M,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,5,147
742,L47921,L,296.9,308.3,1513,38.8,189,0,0,0,0,0,0,6,147
743,L47922,L,296.8,308.2,1643,34.7,191,0,0,0,0,0,0,7,147
744,L47923,L,296.8,308.2,1361,53.8,193,0,0,0,0,0,0,8,147
745,L47924,L,296.7,308.1,1450,40.9,195,0,0,0,0,0,0,9,147
741,M15600,M,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,0,148
742,L47921,L,296.9,308.3,1513,38.8,189,0,0,0,0,0,0,1,148
743,L47922,L,296.8,308.2,1643,34.7,191,0,0,0,0,0,0,2,148
744,L47923,L,296.8,308.2,1361,53.8,193,0,0,0,0,0,0,3,148
745,L47924,L,296.7,308.1,1450,40.9,195,0,0,0,0,0,0,4,148
746,L47925,L,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,5,148
747,L47926,L,296.8,308.1,1289,62.0,199,1,0,0,0,1,0,6,148
748,L47927,L,296.8,308.1,1356,48.3,201,0,0,0,0,0,0,7,148
749,H30162,H,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,8,148
750,L47929,L,296.6,308.0,1978,22.3,208,0,0,0,0,0,0,9,148
746,L47925,L,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,0,149
747,L47926,L,296.8,308.1,1289,62.0,199,1,0,0,0,1,0,1,149
748,L47927,L,296.8,308.1,1356,48.3,201,0,0,0,0,0,0,2,149
749,H30162,H,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,3,149
750,L47929,L,296.6,308.0,1978,22.3,208,0,0,0,0,0,0,4,149
751,L47930,L,296.7,308.0,1535,36.8,210,0,0,0,0,0,0,5,149
752,M15611,M,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,6,149
753,L47932,L,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,7,149
754,L47933,L,296.8,308.0,1536,40.4,217,0,0,0,0,0,0,8,149
755,M15614,M,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,9,149
751,L47930,L,296.7,308.0,1535,36.8,210,0,0,0,0,0,0,0,150
752,M15611,M,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,1,150
753,L47932,L,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,2,150
754,L47933,L,296.8,308.0,1536,40.4,217,0,0,0,0,0,0,3,150
755,M15614,M,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,4,150
756,H30169,H,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,5,150
757,L47936,L,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,6,150
758,L47937,L,296.9,308.1,1555,33.7,229,0,0,0,0,0,0,7,150
759,L47938,L,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,8,150
760,M15619,M,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,9,150
756,H30169,H,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,0,151
757,L47936,L,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,1,151
758,L47937,L,296.9,308.1,1555,33.7,229,0,0,0,0,0,0,2,151
759,L47938,L,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,3,151
760,M15619,M,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,4,151
761,L47940,L,296.7,307.8,1505,39.4,236,0,0,0,0,0,0,5,151
762,L47941,L,296.7,307.8,1646,34.6,238,0,0,0,0,0,0,6,151
763,M15622,M,296.7,307.8,1286,60.5,0,0,0,0,0,0,0,7,151
764,L47943,L,296.7,307.8,1400,47.5,3,0,0,0,0,0,0,8,151
765,L47944,L,296.8,307.9,1337,56.5,5,0,0,0,0,0,0,9,151
761,L47940,L,296.7,307.8,1505,39.4,236,0,0,0,0,0,0,0,152
762,L47941,L,296.7,307.8,1646,34.6,238,0,0,0,0,0,0,1,152
763,M15622,M,296.7,307.8,1286,60.5,0,0,0,0,0,0,0,2,152
764,L47943,L,296.7,307.8,1400,47.5,3,0,0,0,0,0,0,3,152
765,L47944,L,296.8,307.9,1337,56.5,5,0,0,0,0,0,0,4,152
766,L47945,L,296.9,308.0,1332,53.9,7,0,0,0,0,0,0,5,152
767,L47946,L,296.8,308.0,1561,38.3,9,0,0,0,0,0,0,6,152
768,L47947,L,296.9,308.0,1546,31.1,11,0,0,0,0,0,0,7,152
769,L47948,L,296.9,308.0,1713,29.3,13,0,0,0,0,0,0,8,152
770,L47949,L,296.9,308.0,1343,44.5,15,0,0,0,0,0,0,9,152
766,L47945,L,296.9,308.0,1332,53.9,7,0,0,0,0,0,0,0,153
767,L47946,L,296.8,308.0,1561,38.3,9,0,0,0,0,0,0,1,153
768,L47947,L,296.9,308.0,1546,31.1,11,0,0,0,0,0,0,2,153
769,L47948,L,296.9,308.0,1713,29.3,13,0,0,0,0,0,0,3,153
770,L47949,L,296.9,308.0,1343,44.5,15,0,0,0,0,0,0,4,153
771,L47950,L,296.8,308.0,1391,54.4,17,0,0,0,0,0,0,5,153
772,H30185,H,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,6,153
773,H30186,H,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,7,153
774,L47953,L,296.8,308.0,1510,39.4,29,0,0,0,0,0,0,8,153
775,L47954,L,296.8,307.9,1448,48.8,31,0,0,0,0,0,0,9,153
771,L47950,L,296.8,308.0,1391,54.4,17,0,0,0,0,0,0,0,154
772,H30185,H,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,1,154
773,H30186,H,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,2,154
774,L47953,L,296.8,308.0,1510,39.4,29,0,0,0,0,0,0,3,154
775,L47954,L,296.8,307.9,1448,48.8,31,0,0,0,0,0,0,4,154
776,L47955,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,5,154
777,L47956,L,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,6,154
778,L47957,L,296.7,307.8,1382,47.5,37,0,0,0,0,0,0,7,154
779,L47958,L,296.7,308.0,1580,32.2,39,0,0,0,0,0,0,8,154
780,L47959,L,296.8,308.0,1666,29.8,41,0,0,0,0,0,0,9,154
776,L47955,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,0,155
777,L47956,L,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,1,155
778,L47957,L,296.7,307.8,1382,47.5,37,0,0,0,0,0,0,2,155
779,L47958,L,296.7,308.0,1580,32.2,39,0,0,0,0,0,0,3,155
780,L47959,L,296.8,308.0,1666,29.8,41,0,0,0,0,0,0,4,155
781,M15640,M,296.9,308.0,1409,50.7,43,0,0,0,0,0,0,5,155
782,L47961,L,296.8,308.0,1675,29.7,46,0,0,0,0,0,0,6,155
783,L47962,L,296.8,307.9,1698,30.8,48,0,0,0,0,0,0,7,155
784,H30197,H,296.7,307.9,1579,33.4,50,0,0,0,0,0,0,8,155
785,L47964,L,296.7,307.9,1743,27.9,55,0,0,0,0,0,0,9,155
781,M15640,M,296.9,308.0,1409,50.7,43,0,0,0,0,0,0,0,156
782,L47961,L,296.8,308.0,1675,29.7,46,0,0,0,0,0,0,1,156
783,L47962,L,296.8,307.9,1698,30.8,48,0,0,0,0,0,0,2,156
784,H30197,H,296.7,307.9,1579,33.4,50,0,0,0,0,0,0,3,156
785,L47964,L,296.7,307.9,1743,27.9,55,0,0,0,0,0,0,4,156
786,M15645,M,296.9,308.0,1497,44.8,57,0,0,0,0,0,0,5,156
787,L47966,L,296.9,308.1,1741,28.8,60,0,0,0,0,0,0,6,156
788,L47967,L,296.9,308.1,1435,45.3,62,0,0,0,0,0,0,7,156
789,M15648,M,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,8,156
790,M15649,M,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,9,156
786,M15645,M,296.9,308.0,1497,44.8,57,0,0,0,0,0,0,0,157
787,L47966,L,296.9,308.1,1741,28.8,60,0,0,0,0,0,0,1,157
788,L47967,L,296.9,308.1,1435,45.3,62,0,0,0,0,0,0,2,157
789,M15648,M,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,3,157
790,M15649,M,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,4,157
791,L47970,L,296.8,307.9,1420,45.4,70,0,0,0,0,0,0,5,157
792,L47971,L,296.8,307.9,1611,35.4,72,0,0,0,0,0,0,6,157
793,L47972,L,296.8,307.8,1373,42.9,74,0,0,0,0,0,0,7,157
794,M15653,M,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,8,157
795,H30208,H,296.9,307.9,1547,32.6,79,0,0,0,0,0,0,9,157
791,L47970,L,296.8,307.9,1420,45.4,70,0,0,0,0,0,0,0,158
792,L47971,L,296.8,307.9,1611,35.4,72,0,0,0,0,0,0,1,158
793,L47972,L,296.8,307.8,1373,42.9,74,0,0,0,0,0,0,2,158
794,M15653,M,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,3,158
795,H30208,H,296.9,307.9,1547,32.6,79,0,0,0,0,0,0,4,158
796,L47975,L,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,5,158
797,M15656,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,6,158
798,L47977,L,296.8,307.7,1565,40.1,89,0,0,0,0,0,0,7,158
799,M15658,M,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,8,158
800,M15659,M,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,9,158
796,L47975,L,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,0,159
797,M15656,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,1,159
798,L47977,L,296.8,307.7,1565,40.1,89,0,0,0,0,0,0,2,159
799,M15658,M,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,3,159
800,M15659,M,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,4,159
801,M15660,M,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,5,159
802,L47981,L,296.9,307.8,1285,52.1,100,0,0,0,0,0,0,6,159
803,L47982,L,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,7,159
804,H30217,H,296.9,307.8,1549,37.8,104,0,0,0,0,0,0,8,159
805,M15664,M,296.9,307.8,1544,37.6,109,0,0,0,0,0,0,9,159
801,M15660,M,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,0,160
802,L47981,L,296.9,307.8,1285,52.1,100,0,0,0,0,0,0,1,160
803,L47982,L,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,2,160
804,H30217,H,296.9,307.8,1549,37.8,104,0,0,0,0,0,0,3,160
805,M15664,M,296.9,307.8,1544,37.6,109,0,0,0,0,0,0,4,160
806,M15665,M,297.0,307.9,1412,47.4,112,0,0,0,0,0,0,5,160
807,M15666,M,297.0,307.9,1422,53.0,115,0,0,0,0,0,0,6,160
808,L47987,L,297.0,307.7,1867,22.8,118,0,0,0,0,0,0,7,160
809,L47988,L,296.9,307.7,1424,43.3,120,0,0,0,0,0,0,8,160
810,L47989,L,296.9,307.6,1452,45.7,122,0,0,0,0,0,0,9,160
806,M15665,M,297.0,307.9,1412,47.4,112,0,0,0,0,0,0,0,161
807,M15666,M,297.0,307.9,1422,53.0,115,0,0,0,0,0,0,1,161
808,L47987,L,297.0,307.7,1867,22.8,118,0,0,0,0,0,0,2,161
809,L47988,L,296.9,307.7,1424,43.3,120,0,0,0,0,0,0,3,161
810,L47989,L,296.9,307.6,1452,45.7,122,0,0,0,0,0,0,4,161
811,L47990,L,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,5,161
812,L47991,L,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,6,161
813,L47992,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,7,161
814,L47993,L,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,8,161
815,M15674,M,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,9,161
811,L47990,L,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,0,162
812,L47991,L,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,1,162
813,L47992,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,2,162
814,L47993,L,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,3,162
815,M15674,M,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,4,162
816,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,5,162
817,L47996,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,6,162
818,L47997,L,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,7,162
819,L47998,L,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,8,162
820,L47999,L,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,9,162
816,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,0,163
817,L47996,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,1,163
818,L47997,L,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,2,163
819,L47998,L,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,3,163
820,L47999,L,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,4,163
821,L48000,L,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,5,163
822,L48001,L,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,6,163
823,M15682,M,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,7,163
824,M15683,M,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,8,163
825,L48004,L,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,9,163
821,L48000,L,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,0,164
822,L48001,L,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,1,164
823,M15682,M,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,2,164
824,M15683,M,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,3,164
825,L48004,L,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,4,164
826,L48005,L,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,5,164
827,L48006,L,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,6,164
828,L48007,L,296.5,307.3,1501,42.1,162,0,0,0,0,0,0,7,164
829,L48008,L,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,8,164
830,L48009,L,296.5,307.3,1579,34.5,166,0,0,0,0,0,0,9,164
826,L48005,L,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,0,165
827,L48006,L,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,1,165
828,L48007,L,296.5,307.3,1501,42.1,162,0,0,0,0,0,0,2,165
829,L48008,L,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,3,165
830,L48009,L,296.5,307.3,1579,34.5,166,0,0,0,0,0,0,4,165
831,L48010,L,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,5,165
832,M15691,M,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,6,165
833,L48012,L,296.6,307.4,1521,38.6,173,0,0,0,0,0,0,7,165
834,L48013,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,8,165
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,9,165
831,L48010,L,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,0,166
832,M15691,M,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,1,166
833,L48012,L,296.6,307.4,1521,38.6,173,0,0,0,0,0,0,2,166
834,L48013,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,3,166
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,4,166
836,M15695,M,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,5,166
837,L48016,L,296.6,307.4,1368,45.1,185,0,0,0,0,0,0,6,166
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,7,166
839,H30252,H,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,8,166
840,M15699,M,296.5,307.4,1565,43.5,194,0,0,0,0,0,0,9,166
